키워드,법령명,조문 번호,조문 내용
근로,근로기준법,53조 ⑤항,"제53조(연장 근로의 제한)
⑤ 고용노동부장관은 제4항에 따른 근로시간의 연장이 부적당하다고 인정하면 그 후 연장시간에 상당하는 휴게시간이나 휴일을 줄 것을 명할 수 있다. <개정 2010.6.4, 2018.3.20>"
근로,근로기준법,53조 ⑥항,"제53조(연장 근로의 제한)
⑥ 제3항은 15세 이상 18세 미만의 근로자에 대하여는 적용하지 아니한다. <신설 2018.3.20>"
근로,근로기준법,53조 ⑦항,"제53조(연장 근로의 제한)
⑦ 사용자는 제4항에 따라 연장 근로를 하는 근로자의 건강 보호를 위하여 건강검진 실시 또는 휴식시간 부여 등 고용노동부장관이 정하는 바에 따라 적절한 조치를 하여야 한다. <신설 2021.1.5>"
근로,근로기준법,63조 1호,"제63조(적용의 제외) 이 장과 제5장에서 정한 근로시간, 휴게와 휴일에 관한 규정은 다음 각 호의 어느 하나에 해당하는 근로자에 대하여는 적용하지 아니한다. <개정 2010.6.4, 2020.5.26, 2021.1.5>
1. 토지의 경작ㆍ개간, 식물의 식재(植栽)ㆍ재배ㆍ채취 사업, 그 밖의 농림 사업"
근로,근로기준법,63조 2호,"제63조(적용의 제외) 이 장과 제5장에서 정한 근로시간, 휴게와 휴일에 관한 규정은 다음 각 호의 어느 하나에 해당하는 근로자에 대하여는 적용하지 아니한다. <개정 2010.6.4, 2020.5.26, 2021.1.5>
2. 동물의 사육, 수산 동식물의 채취ㆍ포획ㆍ양식 사업, 그 밖의 축산, 양잠, 수산 사업"
근로,근로기준법,63조 3호,"제63조(적용의 제외) 이 장과 제5장에서 정한 근로시간, 휴게와 휴일에 관한 규정은 다음 각 호의 어느 하나에 해당하는 근로자에 대하여는 적용하지 아니한다. <개정 2010.6.4, 2020.5.26, 2021.1.5>
3. 감시(監視) 또는 단속적(斷續的)으로 근로에 종사하는 사람으로서 사용자가 고용노동부장관의 승인을 받은 사람"
근로,근로기준법,63조 4호,"제63조(적용의 제외) 이 장과 제5장에서 정한 근로시간, 휴게와 휴일에 관한 규정은 다음 각 호의 어느 하나에 해당하는 근로자에 대하여는 적용하지 아니한다. <개정 2010.6.4, 2020.5.26, 2021.1.5>
4. 대통령령으로 정하는 업무에 종사하는 근로자"
근로,근로기준법,73조,제73조(생리휴가) 사용자는 여성 근로자가 청구하면 월 1일의 생리휴가를 주어야 한다.
근로,근로기준법,83조,"제83조(장례비) 근로자가 업무상 사망한 경우에는 사용자는 근로자가 사망한 후 지체 없이 평균임금 90일분의 장례비를 지급하여야 한다. <개정 2008.3.21, 2021.1.5>"
근로,근로기준법,93조,제9장 취업규칙
근로,근로기준법,93조 1호,"제93조(취업규칙의 작성ㆍ신고) 상시 10명 이상의 근로자를 사용하는 사용자는 다음 각 호의 사항에 관한 취업규칙을 작성하여 고용노동부장관에게 신고하여야 한다. 이를 변경하는 경우에도 또한 같다. <개정 2008.3.28, 2010.6.4, 2012.2.1, 2019.1.15>
1. 업무의 시작과 종료 시각, 휴게시간, 휴일, 휴가 및 교대 근로에 관한 사항"
근로,근로기준법,93조 2호,"제93조(취업규칙의 작성ㆍ신고) 상시 10명 이상의 근로자를 사용하는 사용자는 다음 각 호의 사항에 관한 취업규칙을 작성하여 고용노동부장관에게 신고하여야 한다. 이를 변경하는 경우에도 또한 같다. <개정 2008.3.28, 2010.6.4, 2012.2.1, 2019.1.15>
2. 임금의 결정ㆍ계산ㆍ지급 방법, 임금의 산정기간ㆍ지급시기 및 승급(昇給)에 관한 사항"
근로,근로기준법,93조 3호,"제93조(취업규칙의 작성ㆍ신고) 상시 10명 이상의 근로자를 사용하는 사용자는 다음 각 호의 사항에 관한 취업규칙을 작성하여 고용노동부장관에게 신고하여야 한다. 이를 변경하는 경우에도 또한 같다. <개정 2008.3.28, 2010.6.4, 2012.2.1, 2019.1.15>
3. 가족수당의 계산ㆍ지급 방법에 관한 사항"
근로,근로기준법,93조 4호,"제93조(취업규칙의 작성ㆍ신고) 상시 10명 이상의 근로자를 사용하는 사용자는 다음 각 호의 사항에 관한 취업규칙을 작성하여 고용노동부장관에게 신고하여야 한다. 이를 변경하는 경우에도 또한 같다. <개정 2008.3.28, 2010.6.4, 2012.2.1, 2019.1.15>
4. 퇴직에 관한 사항"
근로,근로기준법,93조 5호,"제93조(취업규칙의 작성ㆍ신고) 상시 10명 이상의 근로자를 사용하는 사용자는 다음 각 호의 사항에 관한 취업규칙을 작성하여 고용노동부장관에게 신고하여야 한다. 이를 변경하는 경우에도 또한 같다. <개정 2008.3.28, 2010.6.4, 2012.2.1, 2019.1.15>
5. 「근로자퇴직급여 보장법」 제4조에 따라 설정된 퇴직급여, 상여 및 최저임금에 관한 사항"
근로,근로기준법,93조 6호,"제93조(취업규칙의 작성ㆍ신고) 상시 10명 이상의 근로자를 사용하는 사용자는 다음 각 호의 사항에 관한 취업규칙을 작성하여 고용노동부장관에게 신고하여야 한다. 이를 변경하는 경우에도 또한 같다. <개정 2008.3.28, 2010.6.4, 2012.2.1, 2019.1.15>
6. 근로자의 식비, 작업 용품 등의 부담에 관한 사항"
근로,근로기준법,93조 7호,"제93조(취업규칙의 작성ㆍ신고) 상시 10명 이상의 근로자를 사용하는 사용자는 다음 각 호의 사항에 관한 취업규칙을 작성하여 고용노동부장관에게 신고하여야 한다. 이를 변경하는 경우에도 또한 같다. <개정 2008.3.28, 2010.6.4, 2012.2.1, 2019.1.15>
7. 근로자를 위한 교육시설에 관한 사항"
근로,근로기준법,93조 8호,"제93조(취업규칙의 작성ㆍ신고) 상시 10명 이상의 근로자를 사용하는 사용자는 다음 각 호의 사항에 관한 취업규칙을 작성하여 고용노동부장관에게 신고하여야 한다. 이를 변경하는 경우에도 또한 같다. <개정 2008.3.28, 2010.6.4, 2012.2.1, 2019.1.15>
8. 출산전후휴가ㆍ육아휴직 등 근로자의 모성 보호 및 일ㆍ가정 양립 지원에 관한 사항"
근로,근로기준법,93조 9호,"제93조(취업규칙의 작성ㆍ신고) 상시 10명 이상의 근로자를 사용하는 사용자는 다음 각 호의 사항에 관한 취업규칙을 작성하여 고용노동부장관에게 신고하여야 한다. 이를 변경하는 경우에도 또한 같다. <개정 2008.3.28, 2010.6.4, 2012.2.1, 2019.1.15>
9. 안전과 보건에 관한 사항"
근로,근로기준법,93조 9호,"제93조(취업규칙의 작성ㆍ신고) 상시 10명 이상의 근로자를 사용하는 사용자는 다음 각 호의 사항에 관한 취업규칙을 작성하여 고용노동부장관에게 신고하여야 한다. 이를 변경하는 경우에도 또한 같다. <개정 2008.3.28, 2010.6.4, 2012.2.1, 2019.1.15>
9의2. 근로자의 성별ㆍ연령 또는 신체적 조건 등의 특성에 따른 사업장 환경의 개선에 관한 사항"
근로,근로기준법,93조 10호,"제93조(취업규칙의 작성ㆍ신고) 상시 10명 이상의 근로자를 사용하는 사용자는 다음 각 호의 사항에 관한 취업규칙을 작성하여 고용노동부장관에게 신고하여야 한다. 이를 변경하는 경우에도 또한 같다. <개정 2008.3.28, 2010.6.4, 2012.2.1, 2019.1.15>
10. 업무상과 업무 외의 재해부조(災害扶助)에 관한 사항"
근로,근로기준법,93조 11호,"제93조(취업규칙의 작성ㆍ신고) 상시 10명 이상의 근로자를 사용하는 사용자는 다음 각 호의 사항에 관한 취업규칙을 작성하여 고용노동부장관에게 신고하여야 한다. 이를 변경하는 경우에도 또한 같다. <개정 2008.3.28, 2010.6.4, 2012.2.1, 2019.1.15>
11. 직장 내 괴롭힘의 예방 및 발생 시 조치 등에 관한 사항"
근로,근로기준법,93조 12호,"제93조(취업규칙의 작성ㆍ신고) 상시 10명 이상의 근로자를 사용하는 사용자는 다음 각 호의 사항에 관한 취업규칙을 작성하여 고용노동부장관에게 신고하여야 한다. 이를 변경하는 경우에도 또한 같다. <개정 2008.3.28, 2010.6.4, 2012.2.1, 2019.1.15>
12. 표창과 제재에 관한 사항"
근로,근로기준법,93조 13호,"제93조(취업규칙의 작성ㆍ신고) 상시 10명 이상의 근로자를 사용하는 사용자는 다음 각 호의 사항에 관한 취업규칙을 작성하여 고용노동부장관에게 신고하여야 한다. 이를 변경하는 경우에도 또한 같다. <개정 2008.3.28, 2010.6.4, 2012.2.1, 2019.1.15>
13. 그 밖에 해당 사업 또는 사업장의 근로자 전체에 적용될 사항"
근로,근로기준법,103조,제103조(근로감독관의 의무) 근로감독관은 직무상 알게 된 비밀을 엄수하여야 한다. 근로감독관을 그만 둔 경우에도 또한 같다.
근로,근로기준법,113조,제113조(벌칙) 제45조를 위반한 자는 1천만원 이하의 벌금에 처한다.
근로,근로기준법,4조,제4조(근로조건의 결정) 근로조건은 근로자와 사용자가 동등한 지위에서 자유의사에 따라 결정하여야 한다.
근로,근로기준법,14조 ①항,"제14조(법령 주요 내용 등의 게시)
① 사용자는 이 법과 이 법에 따른 대통령령의 주요 내용과 취업규칙을 근로자가 자유롭게 열람할 수 있는 장소에 항상 게시하거나 갖추어 두어 근로자에게 널리 알려야 한다. <개정 2021.1.5>"
근로,근로기준법,14조 ②항,"제14조(법령 주요 내용 등의 게시)
② 사용자는 제1항에 따른 대통령령 중 기숙사에 관한 규정과 제99조제1항에 따른 기숙사규칙을 기숙사에 게시하거나 갖추어 두어 기숙(寄宿)하는 근로자에게 널리 알려야 한다."
근로,근로기준법,24조 ①항,"제24조(경영상 이유에 의한 해고의 제한)
① 사용자가 경영상 이유에 의하여 근로자를 해고하려면 긴박한 경영상의 필요가 있어야 한다. 이 경우 경영 악화를 방지하기 위한 사업의 양도ㆍ인수ㆍ합병은 긴박한 경영상의 필요가 있는 것으로 본다."
근로,근로기준법,24조 ②항,"제24조(경영상 이유에 의한 해고의 제한)
② 제1항의 경우에 사용자는 해고를 피하기 위한 노력을 다하여야 하며, 합리적이고 공정한 해고의 기준을 정하고 이에 따라 그 대상자를 선정하여야 한다. 이 경우 남녀의 성을 이유로 차별하여서는 아니 된다."
근로,근로기준법,24조 ③항,"제24조(경영상 이유에 의한 해고의 제한)
③ 사용자는 제2항에 따른 해고를 피하기 위한 방법과 해고의 기준 등에 관하여 그 사업 또는 사업장에 근로자의 과반수로 조직된 노동조합이 있는 경우에는 그 노동조합(근로자의 과반수로 조직된 노동조합이 없는 경우에는 근로자의 과반수를 대표하는 자를 말한다. 이하 ""근로자대표""라 한다)에 해고를 하려는 날의 50일 전까지 통보하고 성실하게 협의하여야 한다."
근로,근로기준법,24조 ④항,"제24조(경영상 이유에 의한 해고의 제한)
④ 사용자는 제1항에 따라 대통령령으로 정하는 일정한 규모 이상의 인원을 해고하려면 대통령령으로 정하는 바에 따라 고용노동부장관에게 신고하여야 한다. <개정 2010.6.4>"
근로,근로기준법,24조 ⑤항,"제24조(경영상 이유에 의한 해고의 제한)
⑤ 사용자가 제1항부터 제3항까지의 규정에 따른 요건을 갖추어 근로자를 해고한 경우에는 제23조제1항에 따른 정당한 이유가 있는 해고를 한 것으로 본다."
근로,근로기준법,34조,제34조(퇴직급여 제도) 사용자가 퇴직하는 근로자에게 지급하는 퇴직급여 제도에 관하여는 「근로자퇴직급여 보장법」이 정하는 대로 따른다.
근로,근로기준법,44조 ①항,"제44조(도급 사업에 대한 임금 지급)
① 사업이 한 차례 이상의 도급에 따라 행하여지는 경우에 하수급인(下受給人)(도급이 한 차례에 걸쳐 행하여진 경우에는 수급인을 말한다)이 직상(直上) 수급인(도급이 한 차례에 걸쳐 행하여진 경우에는 도급인을 말한다)의 귀책사유로 근로자에게 임금을 지급하지 못한 경우에는 그 직상 수급인은 그 하수급인과 연대하여 책임을 진다. 다만, 직상 수급인의 귀책사유가 그 상위 수급인의 귀책사유에 의하여 발생한 경우에는 그 상위 수급인도 연대하여 책임을 진다. <개정 2012.2.1, 2020.3.31>"
